"['Moviename', 'Userscore', 'Author']"
defendor,9,TheQuietGamer
the-social-network,10,StevenF
prince-of-persia-the-sands-of-time,7,TheQuietGamer
five-minutes-of-heaven,8,StevenF
the-young-victoria,7,Spangle
district-13-ultimatum,9,TheQuietGamer
500-days-of-summer,9,Compi24
3-idiots,10,Thegodfatherson
500-days-of-summer,9,BrianMcCritic
the-social-network,9,Compi24
crazy-heart,7,Spangle
the-social-network,9,BrianMcCritic
its-complicated,8,MovieGuys
500-days-of-summer,9,Spangle
inception,10,Compi24
the-hangover,8,Compi24
the-secret-in-their-eyes,8,Nesbitt10
the-hangover,10,Thegodfatherson
the-secret-in-their-eyes,8,Spangle
inception,10,SEROJ
the-hangover,10,MovieGuys
the-road,8,TheQuietGamer
nine,10,TheGeographer52
nine,10,Thegodfatherson
where-the-wild-things-are,8,Spangle
scott-pilgrim-vs-the-world,8,TheQuietGamer
where-the-wild-things-are,9,BrianMcCritic
the-hunger-games,7,StevenF
inception,10,MovieGuys
the-hunger-games,8,MovieGuys
the-road,7,Spangle
the-road,8,Compi24
the-road,9,shiftworker
paranormal-activity,7,Spangle
green-zone,8,Spangle
wall-street-money-never-sleeps,8,TVJerry
paranormal-activity,7,MovieGuys
salt,9,lkusa
iron-man-2,8,Bruce722
harry-potter-and-the-half-blood-prince,7,StevenF
robin-hood,9,TheQuietGamer
harry-potter-and-the-half-blood-prince,9,Bruce722
animal-kingdom,7,TVJerry
2012,8,MovieGuys
scott-pilgrim-vs-the-world,7,Compi24
animal-kingdom,8,Spangle
the-kids-are-all-right,8,Spangle
animal-kingdom,9,Nesbitt10
harry-potter-and-the-half-blood-prince,7,Spangle
iron-man-2,7,Compi24
the-kids-are-all-right,7,Compi24
the-kids-are-all-right,10,MovieGuys
saw-3d,7,TheQuietGamer
easy-a,7,Spangle
the-a-team,9,TheQuietGamer
harry-potter-and-the-half-blood-prince,8,SEROJ
inglourious-basterds,10,StevenF
enter-the-void,10,TVJerry
mesrine-public-enemy-no-1,9,Nesbitt10
the-a-team,7,Compi24
the-a-team,7,MovieGuys
red,9,TVJerry
scott-pilgrim-vs-the-world,9,StevenF
inglourious-basterds,8,Compi24
buried,9,TheQuietGamer
due-date,7,TVJerry
inglourious-basterds,10,Thegodfatherson
scott-pilgrim-vs-the-world,9,BrianMcCritic
the-kings-speech,10,MovieGuys
sanctum,7,TVJerry
never-let-me-go,9,Spangle
get-low,8,TVJerry
inglourious-basterds,8,MovieGuys
the-kings-speech,9,TVJerry
let-me-in,10,TVJerry
monsters,7,Spangle
get-low,7,Spangle
fair-game-2010,7,Spangle
somewhere,9,StevenF
i-love-you-phillip-morris,7,Spangle
the-chronicles-of-narnia-the-voyage-of-the-dawn-treader,7,TheQuietGamer
tron-legacy,9,TheQuietGamer
red,7,Compi24
red,10,MovieGuys
let-me-in,9,Compi24
salt,8,MovieGuys
megamind,7,TVJerry
barneys-version,7,TVJerry
unknown-2011,9,lkusa
thor,9,TheQuietGamer
thor,7,TVJerry
megamind,7,Compi24
megamind,8,MovieGuys
source-code,8,Compi24
the-last-airbender,8,TheQuietGamer
the-company-men,8,Spangle
the-adjustment-bureau,8,lkusa
watchmen,10,Thegodfatherson
paul,7,TVJerry
the-diving-bell-and-the-butterfly,7,Compi24
scott-pilgrim-vs-the-world,8,Spangle
hugo,8,Bhawk
scott-pilgrim-vs-the-world,7,MovieGuys
black-swan,8,TVJerry
paul,9,TheQuietGamer
unknown-2011,7,Thegodfatherson
the-adjustment-bureau,8,Spangle
the-adjustment-bureau,7,Compi24
the-adjustment-bureau,7,Thegodfatherson
the-adjustment-bureau,9,BrianMcCritic
the-kings-speech,7,Spangle
the-kings-speech,10,Compi24
the-adjustment-bureau,8,MovieGuys
paul,8,StevenF
water-for-elephants,7,TVJerry
fast-five,7,TVJerry
tron-legacy,10,Thegodfatherson
fast-five,7,TheQuietGamer
hugo,8,Compi24
bridesmaids,9,TVJerry
harry-potter-and-the-deathly-hallows-part-i,9,TheQuietGamer
rango,9,SEROJ
hugo,10,StevenF
rango,10,StevenF
our-idiot-brother,7,TVJerry
our-idiot-brother,9,TheQuietGamer
water-for-elephants,7,Spangle
rango,8,Spangle
tucker-dale-vs-evil,9,TVJerry
friends-with-benefits,8,TVJerry
hugo,8,Spangle
the-smurfs,8,TheQuietGamer
tucker-dale-vs-evil,9,TheQuietGamer
beginners,8,Spangle
source-code,9,StevenF
fast-five,8,StevenF
bridesmaids,9,StevenF
fast-five,9,Bruce722
source-code,9,BrianMcCritic
harry-potter-and-the-deathly-hallows-part-i,10,StevenF
harry-potter-and-the-deathly-hallows-part-i,9,Bruce722
courageous,9,TheQuietGamer
war-horse,8,Compi24
district-9,7,Spangle
scream-4,8,MovieGuys
tron-legacy,8,Bruce722
district-9,10,Compi24
harry-potter-and-the-deathly-hallows-part-i,7,Spangle
harry-potter-and-the-deathly-hallows-part-i,7,Compi24
war-horse,10,BrianMcCritic
harry-potter-and-the-deathly-hallows-part-i,7,SEROJ
bridesmaids,8,Compi24
tron-legacy,7,MovieGuys
abduction,7,Bruce722
5050,9,TVJerry
black-swan,9,Spangle
the-big-year,9,TheQuietGamer
5050,10,Efrain
another-earth,7,JLuis_001
black-swan,7,Thegodfatherson
the-help,9,TVJerry
the-help,10,TheQuietGamer
thor,7,StevenF
5050,8,TheQuietGamer
elite-squad-the-enemy-within,9,Nesbitt10
take-shelter,7,Spangle
thor,9,Bruce722
the-way,10,StevenF
a-very-harold-kumar-christmas,9,MovieGuys
the-help,9,StevenF
real-steel,9,Bruce722
thor,7,Spangle
tower-heist,8,TheQuietGamer
the-three-musketeers,8,TheQuietGamer
thor,8,Compi24
the-help,8,Spangle
chronicle-2012,9,Compi24
real-steel,9,BrianMcCritic
real-steel,7,SEROJ
the-help,10,MovieGuys
my-week-with-marilyn,9,TVJerry
the-woman-in-black,8,Spangle
the-woman-in-black,9,shiftworker
5050,8,Spangle
in-time,8,MovieGuys
5050,10,Compi24
the-innkeepers,7,TheQuietGamer
man-on-a-ledge,8,Bruce722
5050,10,BrianMcCritic
perfect-sense,9,Apemonkey666
the-grey,7,catcarlo
5050,7,MovieGuys
the-grey,10,Compi24
goon,9,TheQuietGamer
the-grey,7,Thegodfatherson
my-week-with-marilyn,8,Spangle
avatar,7,Compi24
we-need-to-talk-about-kevin,8,StevenF
machine-gun-preacher,7,Bruce722
center-of-the-earth-journey-2-the-mysterious-island,7,TheQuietGamer
act-of-valor,7,TheQuietGamer
this-means-war,9,Bruce722
red-tails,7,Bruce722
center-of-the-earth-journey-2-the-mysterious-island,7,Bruce722
we-need-to-talk-about-kevin,8,Spangle
man-on-a-ledge,7,MovieGuys
avatar,7,MovieGuys
contraband,7,MovieGuys
in-darkness,7,DTDunn
drive,9,Thegodfatherson
13-assassins,9,StevenF
this-means-war,8,Thegodfatherson
this-means-war,7,MovieGuys
les-miserables,9,BrianMcCritic
melancholia,9,Bruce722
people-like-us,9,BrianMcCritic
act-of-valor,10,Bruce722
looper,8,lahaine2012
looper,10,analogkid280
melancholia,9,Spangle
headhunters-2012,8,Spangle
john-carter,8,theoffice
safe-house,7,theoffice
les-miserables,9,MovieGuys
headhunters-2012,9,Nesbitt10
melancholia,9,JLuis_001
the-pirates!-band-of-misfits,7,BrianMcCritic
marina-abramovic-the-artist-is-present,7,JLuis_001
transformers-dark-of-the-moon,8,TheQuietGamer
the-raven,8,Bruce722
dark-shadows,8,SantiagoMAKiiNA
the-invisible-war,8,DTDunn
looper,9,Bruce722
madeas-witness-protection,8,TheQuietGamer
prometheus,10,SantiagoMAKiiNA
take-this-waltz,8,lahaine2012
battleship,7,TVJerry
looper,9,Apemonkey666
looper,8,Tbrown15
looper,8,reddave2
abraham-lincoln-vampire-hunter,7,theoffice
magic-mike,8,TVJerry
the-avengers-2012,9,reddave2
battleship,8,theoffice
butter,7,Spangle
seeking-a-friend-for-the-end-of-the-world,8,Spangle
rock-of-ages,7,Thegodfatherson
looper,7,Compi24
ted,9,Bruce722
looper,10,Nesbitt10
seeking-a-friend-for-the-end-of-the-world,9,BrianMcCritic
dark-shadows,7,Bruce722
drive,10,StevenF
the-dark-knight-rises,9,OneManCrowd
moonrise-kingdom,9,Bhawk
magic-mike,7,Spangle
looper,9,BrianMcCritic
ted,8,Tbrown15
john-carter,7,TheQuietGamer
ice-age-continental-drift,7,TheQuietGamer
moonrise-kingdom,9,lahaine2012
dark-shadows,7,Apemonkey666
diary-of-a-wimpy-kid-dog-days,9,TheQuietGamer
liberal-arts,9,MovieGuys
the-bourne-legacy,8,TVJerry
beasts-of-the-southern-wild,7,TVJerry
moonrise-kingdom,9,catcarlo
looper,8,StevenF
the-avengers-2012,8,TVJerry
moonrise-kingdom,10,MovieGuys
looper,9,Spangle
beasts-of-the-southern-wild,9,lahaine2012
pitch-perfect,8,TheQuietGamer
drive,8,Compi24
drive,7,Nesbitt10
prometheus,8,BrianMcCritic
trouble-with-the-curve,7,BrianMcCritic
looper,8,catcarlo
trouble-with-the-curve,7,MovieGuys
drive,10,BrianMcCritic
the-bourne-legacy,8,theoffice
pitch-perfect,7,Bruce722
premium-rush,7,OneManCrowd
arbitrage,7,SantiagoMAKiiNA
pitch-perfect,7,Apemonkey666
pitch-perfect,7,Spangle
compliance,7,lahaine2012
pitch-perfect,7,Compi24
looper,7,MovieGuys
moonrise-kingdom,8,SantiagoMAKiiNA
premium-rush,9,TVJerry
killer-joe,9,BrianMcCritic
total-recall-2012,9,franco214
killer-joe,8,TheQuietGamer
ted,7,TVJerry
premium-rush,10,Bruce722
pitch-perfect,8,BrianMcCritic
arbitrage,7,DTDunn
killer-joe,8,Spangle
dredd,10,Thegodfatherson
the-bourne-legacy,7,franco214
arbitrage,9,Compi24
premium-rush,8,analogkid280
premium-rush,7,Compi24
compliance,7,BrianMcCritic
frankenweenie,8,Apemonkey666
moonrise-kingdom,8,Spangle
arbitrage,9,BrianMcCritic
the-bourne-legacy,7,Bruce722
frankenweenie,8,catcarlo
universal-soldier-day-of-reckoning,7,Thegodfatherson
total-recall-2012,8,Bruce722
the-intouchables,8,TVJerry
the-dark-knight-rises,10,reddave2
the-bourne-legacy,7,Apemonkey666
the-dark-knight-rises,10,Efrain
man-of-steel,7,theoffice
total-recall-2012,8,theoffice
total-recall-2012,7,SantiagoMAKiiNA
searching-for-sugar-man,8,Nesbitt10
premium-rush,9,StevenF
taken-2,7,TheQuietGamer
prometheus,8,Tbrown15
robot-and-frank,7,TVJerry
the-man-with-the-iron-fists,7,analogkid280
total-recall-2012,9,Jay0676
taken-2,9,Bruce722
the-imposter,9,Nesbitt10
moonrise-kingdom,8,shiftworker
premium-rush,7,Nesbitt10
taken-2,10,lkusa
taken-2,7,theoffice
the-imposter,8,BrianMcCritic
the-avengers-2012,10,StevenF
premium-rush,8,MovieGuys
robot-and-frank,7,BrianMcCritic
the-perks-of-being-a-wallflower,9,Spangle
dredd,8,SantiagoMAKiiNA
ted,8,StevenF
the-avengers-2012,10,Bruce722
dredd,8,StevenF
this-is-not-a-film,8,Nesbitt10
the-dark-knight-rises,10,Bruce722
undefeated,9,Spangle
hitchcock,7,Nesbitt10
this-must-be-the-place,8,JLuis_001
the-bully-project,7,BrianMcCritic
hitchcock,9,analogkid280
the-perks-of-being-a-wallflower,10,StevenF
rise-of-the-guardians,7,Apemonkey666
hitchcock,10,Thegodfatherson
prometheus,9,Apemonkey666
the-perks-of-being-a-wallflower,7,jlpjon
the-perks-of-being-a-wallflower,8,lahaine2012
hitchcock,7,TVJerry
ted,8,Compi24
drive,7,joehay2
dredd,8,TheQuietGamer
the-perks-of-being-a-wallflower,8,catcarlo
rise-of-the-guardians,8,TheQuietGamer
hitchcock,8,StevenF
the-perks-of-being-a-wallflower,8,Compi24
ted,10,Thegodfatherson
zero-dark-thirty,8,Bruce722
life-of-pi,9,TVJerry
the-perks-of-being-a-wallflower,10,BrianMcCritic
drive,9,Spangle
parker,8,analogkid280
last-stand,8,analogkid280
lore,8,Nesbitt10
sinister-2012,7,Apemonkey666
sinister-2012,8,Spangle
dredd,9,Apemonkey666
last-stand,8,TheQuietGamer
dredd,7,Tbrown15
last-stand,7,Bruce722
broken-city,7,Bruce722
sinister-2012,7,BrianMcCritic
parker,10,Thegodfatherson
sinister-2012,7,SEROJ
mental,10,Thegodfatherson
snitch,7,analogkid280
snitch,7,theoffice
upstream-color,8,JLuis_001
sinister-2012,8,MovieGuys
last-stand,9,Thegodfatherson
warm-bodies,7,Thegodfatherson
snitch,8,Thegodfatherson
life-of-pi,10,Bruce722
warm-bodies,7,BrianMcCritic
snitch,7,Compi24
oz-the-great-and-powerful,9,analogkid280
snitch,9,TheQuietGamer
dark-skies,7,TheQuietGamer
the-dark-knight-rises,9,theoffice
stoker,10,Thegodfatherson
snitch,8,Bruce722
the-silence,8,Nesbitt10
oz-the-great-and-powerful,8,BrianMcCritic
life-of-pi,8,Compi24
snitch,7,BrianMcCritic
dredd,7,Compi24
dredd,7,Nesbitt10
warm-bodies,7,Compi24
stoker,7,Nesbitt10
warm-bodies,9,TVJerry
stoker,9,TheQuietGamer
oz-the-great-and-powerful,8,Compi24
stoker,7,Spangle
oz-the-great-and-powerful,9,Thegodfatherson
zero-dark-thirty,8,lahaine2012
the-worlds-end,7,Spangle
room-237,8,Apemonkey666
mud,8,Compi24
life-of-pi,8,TheQuietGamer
the-kings-of-summer,8,TVJerry
zero-dark-thirty,7,TVJerry
mud,9,Nesbitt10
oblivion,9,theoffice
zero-dark-thirty,7,theoffice
the-kings-of-summer,7,Spangle
life-of-pi,10,StevenF
room-237,8,Thegodfatherson
the-kings-of-summer,9,BrianMcCritic
warm-bodies,8,Bruce722
mud,9,TheQuietGamer
life-of-pi,8,reddave2
life-of-pi,7,Spangle
room-237,7,Nesbitt10
mud,9,StevenF
zero-dark-thirty,9,Compi24
oz-the-great-and-powerful,8,TheQuietGamer
zero-dark-thirty,9,Nesbitt10
the-hobbit-an-unexpected-journey,9,Efrain
mud,9,analogkid280
iron-man-3,9,Bruce722
mud,8,BrianMcCritic
oblivion,10,Thegodfatherson
the-avengers-2012,9,Compi24
drug-war,9,Nesbitt10
drug-war,9,Thegodfatherson
the-way-way-back,9,Thegodfatherson
the-heat,7,TheQuietGamer
iron-man-3,7,Tbrown15
the-heat,7,Bruce722
iron-man-3,7,analogkid280
mud,9,MovieGuys
drug-war,8,JLuis_001
life-of-pi,7,BrianMcCritic
the-heat,7,BrianMcCritic
oblivion,10,analogkid280
life-of-pi,8,SEROJ
the-heat,9,MovieGuys
mud,8,Spangle
the-way-way-back,8,Spangle
scary-movie-5,9,TheQuietGamer
the-way-way-back,10,BrianMcCritic
before-midnight,8,Spangle
oblivion,8,Compi24
violet-daisy,7,Thegodfatherson
the-to-do-list,8,Thegodfatherson
the-heat,8,Thegodfatherson
the-way-way-back,9,MovieGuys
zero-dark-thirty,8,Spangle
iron-man-3,7,GHopp8
the-dark-knight-rises,10,SantiagoMAKiiNA
the-internship,9,theoffice
the-avengers-2012,8,MovieGuys
zero-dark-thirty,10,Thegodfatherson
the-heat,7,Compi24
the-dark-knight-rises,8,Apemonkey666
were-the-millers,7,TVJerry
the-dark-knight-rises,10,Tbrown15
the-conjuring,8,Nesbitt10
before-midnight,10,Thegodfatherson
zero-dark-thirty,8,BrianMcCritic
were-the-millers,9,TheQuietGamer
the-internship,9,Bruce722
oz-the-great-and-powerful,7,MovieGuys
the-internship,7,Thegodfatherson
were-the-millers,7,catcarlo
before-midnight,9,Apemonkey666
the-internship,8,TheQuietGamer
the-conjuring,10,Thegodfatherson
only-god-forgives,8,BrianMcCritic
were-the-millers,7,Thegodfatherson
the-dark-knight-rises,8,Spangle
the-conjuring,7,TheQuietGamer
before-midnight,8,BrianMcCritic
prometheus,7,theoffice
the-conjuring,9,Compi24
the-conjuring,9,BrianMcCritic
zero-dark-thirty,9,MovieGuys
iron-man-3,9,StevenF
before-midnight,9,JLuis_001
prometheus,7,TheQuietGamer
the-act-of-killing,7,TVJerry
aint-them-bodies-saints,7,Spangle
the-dark-knight-rises,8,Nickmovies
insidious-chapter-2,10,Thegodfatherson
aint-them-bodies-saints,7,JLuis_001
don-jon,7,Compi24
insidious-chapter-2,7,BrianMcCritic
kick-ass-2,7,Thegodfatherson
don-jon,7,BrianMcCritic
oblivion,8,TVJerry
don-jon,8,TVJerry
iron-man-3,7,theoffice
elysium,7,analogkid280
don-jon,10,Thegodfatherson
iron-man-3,9,TVJerry
percy-jackson-sea-of-monsters,8,TheQuietGamer
elysium,8,BrianMcCritic
the-conjuring,8,Spangle
don-jon,8,analogkid280
thanks-for-sharing,8,BrianMcCritic
freezer,7,TheQuietGamer
oblivion,9,Bruce722
elysium,8,Compi24
machete-kills,10,Thegodfatherson
the-hobbit-an-unexpected-journey,9,Bruce722
the-conjuring,7,SEROJ
in-a-world,7,TVJerry
oblivion,10,Apemonkey666
oblivion,7,Spangle
iron-man-3,8,Compi24
in-a-world,7,Spangle
don-jon,7,catcarlo
kick-ass-2,7,TheQuietGamer
rush,8,analogkid280
elysium,8,MovieGuys
kick-ass-2,7,Bruce722
charlie-countryman,7,Thegodfatherson
metallica-through-the-never,9,Thegodfatherson
elysium,8,theoffice
about-time,10,Thegodfatherson
kick-ass-2,7,Compi24
iron-man-3,7,reddave2
oblivion,9,BrianMcCritic
prometheus,7,Efrain
nebraska,7,TVJerry
muscle-shoals,8,TVJerry
the-dark-knight-rises,7,lahaine2012
about-time,8,Spangle
about-time,8,BrianMcCritic
blue-jasmine,7,Thegodfatherson
nebraska,9,MovieGuys
rush,10,Thegodfatherson
nebraska,8,Nesbitt10
about-time,8,RoraEst
mr-nobody,9,Spangle
prometheus,8,Compi24
prometheus,8,TheGeographer52
the-grandmaster,9,Thegodfatherson
blue-jasmine,8,Spangle
the-hunger-games-catching-fire,7,TVJerry
the-conjuring,7,shiftworker
iron-man-3,10,Thegodfatherson
12-years-a-slave,9,TVJerry
the-grandmaster,8,catcarlo
blue-jasmine,8,MovieGuys
12-years-a-slave,10,analogkid280
nebraska,8,Spangle
rush,7,Spangle
nebraska,9,catcarlo
rush,8,catcarlo
rush,8,Compi24
thor-the-dark-world,9,Thegodfatherson
rush,9,BrianMcCritic
thor-the-dark-world,10,Bruce722
12-years-a-slave,9,BrianMcCritic
12-years-a-slave,10,MovieGuys
thor-the-dark-world,7,BrianMcCritic
blue-is-the-warmest-color,8,catcarlo
nebraska,8,JLuis_001
labor-day-2013,7,MovieGuys
12-years-a-slave,8,Compi24
lone-ranger,7,Spangle
labor-day-2013,7,TVJerry
veronica-mars,9,Thegodfatherson
the-grand-budapest-hotel,9,Spangle
the-hobbit-an-unexpected-journey,8,analogkid280
thor-the-dark-world,7,Spangle
the-grand-budapest-hotel,9,catcarlo
12-years-a-slave,8,Spangle
the-grand-budapest-hotel,8,Compi24
thor-the-dark-world,8,TVJerry
elysium,9,TheQuietGamer
iron-man-3,9,TheQuietGamer
12-years-a-slave,10,Thegodfatherson
the-hunger-games-catching-fire,10,TheQuietGamer
prometheus,7,Spangle
thor-the-dark-world,8,Compi24
her,7,analogkid280
that-awkward-moment,8,TheQuietGamer
the-dark-knight-rises,9,TheQuietGamer
the-raid-2,10,Thegodfatherson
bad-words,7,BrianMcCritic
the-hobbit-an-unexpected-journey,8,TheQuietGamer
bad-words,9,Compi24
thor-the-dark-world,9,TheQuietGamer
bad-words,9,TheQuietGamer
the-raid-2,10,TheQuietGamer
elysium,7,Spangle
the-hunger-games-catching-fire,9,Bruce722
the-hunger-games-catching-fire,9,analogkid280
the-grand-budapest-hotel,9,shiftworker
thor-the-dark-world,8,analogkid280
the-hobbit-an-unexpected-journey,9,StevenF
divergent,7,Thegodfatherson
iron-man-3,8,MovieGuys
her,10,BrianMcCritic
the-dark-knight-rises,10,Compi24
12-years-a-slave,7,catcarlo
need-for-speed,8,TheQuietGamer
the-hobbit-an-unexpected-journey,10,theoffice
her,10,Thegodfatherson
avatar,10,StevenF
the-dark-knight-rises,10,TheGeographer52
the-hunger-games-catching-fire,9,BrianMcCritic
the-hunger-games-catching-fire,10,Thegodfatherson
the-hobbit-an-unexpected-journey,8,reddave2
the-double-2013,8,Spangle
the-dark-knight-rises,10,BrianMcCritic
gods-not-dead,7,TheQuietGamer
the-amazing-spider-man-2,7,Thegodfatherson
her,10,Say_Chidz
the-double-2013,7,JLuis_001
avatar,8,Spangle
blended,7,TheQuietGamer
the-hobbit-an-unexpected-journey,8,Compi24
the-one-i-love,7,Spangle
the-one-i-love,7,BrianMcCritic
frontera,8,analogkid280
avatar,10,SEROJ
into-the-storm,7,MovieGuys
the-dark-knight-rises,7,StevenF
housebound,7,Spangle
22-jump-street,8,TVJerry
a-most-wanted-man,8,Spangle
her,10,Compi24
housebound,9,TheQuietGamer
housebound,7,JLuis_001
the-hunger-games-catching-fire,9,Compi24
divergent,7,BrianMcCritic
frank,7,BrianMcCritic
dead-snow-2-red-vs-dead,10,Thegodfatherson
calvary,8,TVJerry
dead-snow-2-red-vs-dead,7,TheQuietGamer
calvary,9,Spangle
22-jump-street,7,TheQuietGamer
tyler-perrys-a-madea-christmas,7,TheQuietGamer
into-the-storm,8,TheQuietGamer
a-most-wanted-man,7,BrianMcCritic
into-the-storm,8,Bruce722
captain-america-the-winter-soldier,10,StevenF
hercules,7,TheQuietGamer
the-hunger-games-catching-fire,9,MovieGuys
frank,8,Spangle
22-jump-street,7,BrianMcCritic
a-most-wanted-man,8,JLuis_001
captain-america-the-winter-soldier,7,Spangle
captain-america-the-winter-soldier,8,Compi24
calvary,8,JLuis_001
22-jump-street,7,Bruce722
maleficent,7,TVJerry
as-above-so-below,7,TheQuietGamer
captain-america-the-winter-soldier,9,Thegodfatherson
22-jump-street,7,Compi24
frank,8,JLuis_001
this-is-where-i-leave-you,8,TVJerry
her,8,Spangle
22-jump-street,7,MovieGuys
the-skeleton-twins,7,BrianMcCritic
the-hobbit-an-unexpected-journey,7,BrianMcCritic
captain-america-the-winter-soldier,9,TheQuietGamer
teenage-mutant-ninja-turtles,8,theoffice
captain-america-the-winter-soldier,8,BrianMcCritic
magic-in-the-moonlight,8,MovieGuys
the-skeleton-twins,7,Spangle
maleficent,8,TheQuietGamer
a-walk-among-the-tombstones,9,TheQuietGamer
maleficent,8,theoffice
a-walk-among-the-tombstones,8,analogkid280
guardians-of-the-galaxy,10,Thegodfatherson
a-walk-among-the-tombstones,7,Compi24
the-two-faces-of-january,7,Spangle
men-women-children,7,TVJerry
lucy,7,analogkid280
a-walk-among-the-tombstones,10,Thegodfatherson
the-maze-runner,8,SEROJ
love-is-strange,8,BrianMcCritic
the-dark-knight-rises,10,MovieGuys
the-amazing-spider-man-2,9,TheQuietGamer
a-walk-among-the-tombstones,7,BrianMcCritic
hector-and-the-search-for-happiness,8,analogkid280
love-is-strange,7,JLuis_001
hector-and-the-search-for-happiness,9,RoraEst
starred-up,8,Spangle
the-maze-runner,7,TheQuietGamer
captain-america-the-winter-soldier,8,Bruce722
lucy,7,TVJerry
gravity,10,Thegodfatherson
nightcrawler,10,MovieGuys
boyhood,10,MovieGuys
kill-the-messenger,7,Spangle
force-majeure,8,Spangle
alexander-and-the-terrible-horrible-no-good-very-bad-day,7,TheQuietGamer
john-wick,9,BrianMcCritic
gravity,8,Compi24
maleficent,7,shiftworker
st-vincent,8,TheQuietGamer
nightcrawler,9,BrianMcCritic
force-majeure,8,JLuis_001
guardians-of-the-galaxy,8,MovieGuys
nightcrawler,9,TVJerry
nightcrawler,8,Compi24
the-hobbit-an-unexpected-journey,8,DNAVL
st-vincent,7,Spangle
gravity,10,MovieGuys
st-vincent,7,BrianMcCritic
the-babadook,7,JLuis_001
john-wick,9,TheQuietGamer
john-wick,7,MovieGuys
guardians-of-the-galaxy,8,Spangle
the-imitation-game,10,MovieGuys
boyhood,8,BrianMcCritic
batman-v-superman-dawn-of-justice,7,TheQuietGamer
gravity,10,TVJerry
guardians-of-the-galaxy,8,BrianMcCritic
the-imitation-game,9,Compi24
nightcrawler,9,TheQuietGamer
the-imitation-game,8,BrianMcCritic
gravity,8,BrianMcCritic
nightcrawler,8,Spangle
wild,8,TVJerry
guardians-of-the-galaxy,9,Bruce722
wild,7,Spangle
boyhood,10,TVJerry
rec-4-apocalypse,7,TheQuietGamer
the-imitation-game,10,Thegodfatherson
guardians-of-the-galaxy,8,Compi24
john-wick,8,Spangle
wild,7,JLuis_001
black-sea,8,Thegodfatherson
john-wick,7,analogkid280
john-wick,8,Compi24
maps-to-the-stars,8,BrianMcCritic
black-sea,7,Spangle
a-most-violent-year,8,Spangle
a-most-violent-year,9,BrianMcCritic
black-or-white,7,Thegodfatherson
the-imitation-game,9,TVJerry
interstellar,9,theoffice
interstellar,10,Compi24
a-most-violent-year,8,JLuis_001
the-amazing-spider-man-2,10,RoraEst
gravity,8,Spangle
lucy,8,TheQuietGamer
gravity,9,analogkid280
gravity,7,catcarlo
john-wick,7,JLuis_001
da-sweet-blood-of-jesus,8,TVJerry
kingsman-the-secret-service,10,Thegodfatherson
guardians-of-the-galaxy,8,TheQuietGamer
the-duff,9,Thegodfatherson
guardians-of-the-galaxy,8,theoffice
kingsman-the-secret-service,7,theoffice
gravity,9,musicalstoryyes
kingsman-the-secret-service,8,BrianMcCritic
kingsman-the-secret-service,8,MovieGuys
guardians-of-the-galaxy,10,SEROJ
timbuktu,8,Spangle
run-all-night,10,Thegodfatherson
kingsman-the-secret-service,7,TVJerry
timbuktu,8,JLuis_001
the-imitation-game,8,Spangle
run-all-night,9,theoffice
chappie,7,Spangle
wild-tales,9,TVJerry
kingsman-the-secret-service,8,Compi24
run-all-night,8,Compi24
american-sniper,9,MovieGuys
american-sniper,8,analogkid280
american-sniper,9,TVJerry
run-all-night,9,TheQuietGamer
wild-tales,7,JLuis_001
boyhood,9,Spangle
run-all-night,7,BrianMcCritic
transporter-2,10,Thegodfatherson
a-little-chaos,7,TVJerry
the-imitation-game,7,shiftworker
man-on-fire,9,GHopp8
the-imitation-game,8,JLuis_001
american-sniper,7,Thegodfatherson
the-transporter,10,Thegodfatherson
true-story,7,BrianMcCritic
mr-mrs-smith,8,MovieGuys
interstellar,8,Spangle
faults,7,BrianMcCritic
the-harvest,7,BrianMcCritic
ill-see-you-in-my-dreams,7,BrianMcCritic
man-on-fire,8,Compi24
fifty-shades-of-grey,9,TVJerry
entourage,7,BrianMcCritic
love-mercy,9,TVJerry
spy,8,BrianMcCritic
love-mercy,8,BrianMcCritic
love-mercy,7,Spangle
gravity,9,TheQuietGamer
chappie,9,TheQuietGamer
cop-car,7,BrianMcCritic
mr-mrs-smith,8,Spangle
escobar-paradise-lost,8,TVJerry
dope,7,BrianMcCritic
guardians-of-the-galaxy,9,analogkid280
cop-car,8,TVJerry
gravity,8,Bruce722
spy,9,MovieGuys
dope,9,TheQuietGamer
dope,7,Spangle
z-for-zachariah,8,BrianMcCritic
spy,8,Thegodfatherson
spy,7,TheQuietGamer
z-for-zachariah,8,Spangle
boyhood,9,JLuis_001
southpaw-2015,7,BrianMcCritic
spy,7,Compi24
kingsman-the-secret-service,10,TheQuietGamer
american-sniper,9,TheQuietGamer
american-sniper,9,BrianMcCritic
interstellar,8,analogkid280
chappie,8,RoraEst
southpaw-2015,8,Compi24
paper-towns,7,BrianMcCritic
southpaw-2015,9,Thegodfatherson
southpaw-2015,7,TVJerry
rio,7,TheQuietGamer
southpaw-2015,9,Bruce722
southpaw-2015,7,Spangle
avengers-age-of-ultron,10,Bruce722
pixels,7,TheQuietGamer
batman-v-superman-dawn-of-justice,7,Compi24
best-of-enemies,7,BrianMcCritic
rio,8,MovieGuys
interstellar,8,TVJerry
batman-v-superman-dawn-of-justice,7,SEROJ
american-sniper,9,Compi24
